User_ID,Cust_name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1001657,21/32 PROPERTIES,P00248442,M,46-50,49,0,Mutare,Southern,Govt,Stationery,2,21178,NULL,NULL
1003751,PRIESTER,P00129542,M,36-45,38,1,MatebeleLand East,Southern,Media,Stationery,1,21178,NULL,NULL
1000179,BATEMAN,P00261642,F,26-35,30,0,Vungu,Central,Aviation,Stationery,4,21152,NULL,NULL
1000438,DALTON,P00182542,F,18-25,25,0,MatebeleLand South,Central,IT Sector,Tupperware,2,21079,NULL,NULL
1003618,GAINS,P00248942,M,18-25,19,1,Mashonaland,Western,Media,Tupperware,1,21058,NULL,NULL
1003415,PATTON,P00152742,M,36-45,42,0,Vungu,Central,Hospitality,Stationery,1,21039,NULL,NULL
1002485,BUCHANAN,P00302342,F,36-45,38,1,Midlands North,Western,Media,Tupperware,3,21013,NULL,NULL
1001495,FICK,P00064042,F,18-25,21,1,Vungu,Central,IT Sector,Stationery,4,21009,NULL,NULL
1004607,DOMINGUEZ,P00173342,M,26-35,35,0,Vungu,Central,Govt,Stationery,4,20981,NULL,NULL
1005316,CNK,P00278642,F,18-25,24,1,Mashonaland West,Southern,Govt,Tupperware,4,20967,NULL,NULL
1000461,WEBB,P00142942,M,51-55,52,1,Harare,Northern,Healthcare,Stationery,2,20965,NULL,NULL
1000154,HITE,P00306042,F,51-55,53,1,MatebeleLand East,Southern,Textile,Footwear & Shoes,4,20965,NULL,NULL
1000749,PACHECO,P00114342,F,36-45,37,1,MatebeleLand North,Central,Lawyer,Footwear & Shoes,2,20963,NULL,NULL
1006040,MEHR,P00271242,F,26-35,28,1,Vungu,Central,IT Sector,Footwear & Shoes,1,20960,NULL,NULL
1001284,DYE,P00157142,M,46-50,50,0,MatebeleLand East,Southern,Banking,Footwear & Shoes,3,20960,NULL,NULL
1004269,STATEN,P00345242,F,36-45,40,0,Vungu,Central,Lawyer,Footwear & Shoes,1,20959,NULL,NULL
1001496,WALLER,P00067942,F,26-35,35,1,MatebeleLand South,Central,Chemical,Footwear & Shoes,1,20955,NULL,NULL
1003007,CHAPARRO-BARRIGUETE,P00191942,F,36-45,45,0,Vungu,Central,Banking,Stationery,4,20951.5,NULL,NULL
1004715,PHOMMAVIXAI,P00217442,F,26-35,35,0,Vungu,Central,Food Processing,Footwear & Shoes,3,20950,NULL,NULL
1000306,FULTZ,P00303242,F,18-25,18,0,Mashonaland,Western,Aviation,Tupperware,3,20949,NULL,NULL
1000855,STORKSON,P00240042,M,18-25,22,0,Vungu,Central,Automobile,Footwear & Shoes,3,20948,NULL,NULL
1001183,MACHUREK,P00084842,F,36-45,43,1,Vungu,Central,Aviation,Footwear & Shoes,4,20945,NULL,NULL
1005954,SANDAGE,P00156242,F,46-50,48,1,MatebeleLand East,Southern,Automobile,Footwear & Shoes,2,20944,NULL,NULL
1005627,CAMPBELL,P00123142,M,26-35,28,0,Vungu,Central,IT Sector,Stationery,1,20943,NULL,NULL
1002165,CURBSIDE PROPERTIES,P00260442,F,26-35,31,1,Vungu,Central,IT Sector,Footwear & Shoes,1,20938,NULL,NULL
1004416,SANCHEZ-GONZALEZ,P00213742,F,18-25,23,0,MatebeleLand North,Central,Construction,Footwear & Shoes,2,20933,NULL,NULL
1000850,LEITSCH,P00319942,F,36-45,44,0,MatebeleLand North,Central,Lawyer,Footwear & Shoes,3,20932,NULL,NULL
1002888,ELLIS,P00255842,F,26-35,34,0,Mutare,Southern,Automobile,Tupperware,2,20930,NULL,NULL
1001891,CALCOTTE,P00192542,F,46-50,46,0,MatebeleLand North,Central,Chemical,Footwear & Shoes,1,20929,NULL,NULL
1001019,PAGE,P00259142,F,36-45,43,1,Vungu,Central,Govt,Footwear & Shoes,2,20928,NULL,NULL
1002306,CLAXTON,P00084242,M,18-25,21,1,Midlands South,Eastern,Textile,Footwear & Shoes,3,20925,NULL,NULL
1001179,BEGLEY,P00208742,M,51-55,54,0,Vungu,Central,IT Sector,Footwear & Shoes,3,20920,NULL,NULL
1004957,SMITH,P00163442,F,26-35,34,1,Vungu,Central,Healthcare,Footwear & Shoes,1,20914,NULL,NULL
1004079,HARDISON,P00284742,F,36-45,44,1,MatebeleLand North,Central,Agriculture,Footwear & Shoes,2,20914,NULL,NULL
1002124,WALKER,P00369042,F,26-35,29,0,MatebeleLand East,Southern,Retail,Footwear & Shoes,3,20912,NULL,NULL
1004335,TREGONING,P00075542,F,36-45,38,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,4,20912,NULL,NULL
1000280,ELKINS,P00216042,F,51-55,55,0,Vungu,Central,Hospitality,Footwear & Shoes,2,20908,NULL,NULL
1003311,J.E.T. PRODUCTIONS,P00142742,F,26-35,26,1,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,1,20908,NULL,NULL
1004161,SMITH,P00345642,F,46-50,46,0,MatebeleLand East,Southern,Retail,Footwear & Shoes,4,20906,NULL,NULL
1005265,CHEN,P00296242,F,46-50,48,1,Vungu,Central,Banking,Footwear & Shoes,1,NULL,NULL,NULL
1004285,FED DEVELOPMENT,P00315842,M,36-45,38,0,MatebeleLand North,Central,Food Processing,Footwear & Shoes,3,20900,NULL,NULL
1005261,KENGETER,P00057942,F,36-45,41,1,Vungu,Central,IT Sector,Footwear & Shoes,2,NULL,NULL,NULL
1000445,BENDER,P00114042,F,46-50,47,0,Vungu,Central,Retail,Footwear & Shoes,1,20896,NULL,NULL
1003265,WARNER,P00184942,F,26-35,35,0,MatebeleLand North,Central,Food Processing,Stationery,1,20883,NULL,NULL
1003396,LAMB,P00178242,F,26-35,31,1,Vungu,Central,Textile,Footwear & Shoes,4,20875,NULL,NULL
1002380,HAMLOW,P00124642,F,26-35,26,1,Vungu,Central,IT Sector,Footwear & Shoes,2,20874,NULL,NULL
1002059,UPIERREZ,P00114142,F,36-45,41,0,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,1,20874,NULL,NULL
1001335,MENJIVAR,P00108942,F,36-45,42,0,Vungu,Central,IT Sector,Footwear & Shoes,1,20873,NULL,NULL
1004838,HINGER,P00062842,F,46-50,49,0,Vungu,Central,Lawyer,Footwear & Shoes,3,20870,NULL,NULL
1001015,DISMANG,P00289942,F,36-45,44,0,Vungu,Central,Chemical,Stationery,2,20867,NULL,NULL
1000549,EGGLESTON,P00113542,F,26-35,31,0,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,2,20865,NULL,NULL
1001954,DORANG,P00294542,M,26-35,31,1,Midlands South,Eastern,IT Sector,Footwear & Shoes,3,20863,NULL,NULL
1001912,BREWSTER,P00087442,F,26-35,27,0,Mahusekwa,Eastern,Automobile,Tupperware,3,20860,NULL,NULL
1003918,MURPHEY,P00334242,F,26-35,32,0,MatebeleLand East,Southern,Retail,Footwear & Shoes,3,20855,NULL,NULL
1001896,ZUNIGA,P00117142,M,55+,66,0,MatebeleLand North,Central,Govt,Footwear & Shoes,2,20853,NULL,NULL
1002445,HART,P00184042,F,26-35,28,0,Vungu,Central,Aviation,Stationery,4,20852,NULL,NULL
1002279,CLARK,P00368342,F,51-55,52,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,4,20850,NULL,NULL
1002898,MURILLO,P00309242,F,18-25,19,0,MatebeleLand South,Central,Healthcare,Footwear & Shoes,4,20847,NULL,NULL
1004277,BOGER,P00315442,F,36-45,45,1,Vungu,Central,Construction,Footwear & Shoes,2,20840,NULL,NULL
1003576,RIES,P00101342,M,51-55,53,1,Mashonaland,Western,Aviation,Footwear & Shoes,4,20837,NULL,NULL
1003724,ANGELL,P00232442,F,36-45,36,0,Vungu,Central,Aviation,Footwear & Shoes,2,20833,NULL,NULL
1003384,HILLS HOLLOW TRUST,P00033742,F,36-45,41,1,Vungu,Central,Banking,Footwear & Shoes,4,20819,NULL,NULL
1003051,SCHOFIELD,P00288342,F,18-25,22,0,MatebeleLand North,Central,Govt,Tupperware,1,20816,NULL,NULL
1003311,J.E.T. PRODUCTIONS,P00228142,F,26-35,30,1,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,3,20815,NULL,NULL
1004782,ALVARADO,P00114942,M,46-50,46,1,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,1,20815,NULL,NULL
1003998,REEVES,P00232242,F,46-50,47,0,Vungu,Central,IT Sector,Footwear & Shoes,4,20812,NULL,NULL
1000284,SLOAN,P00034742,F,26-35,29,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,2,20807,NULL,NULL
1000509,DEBOES,P00278042,F,26-35,28,0,Vungu,Central,Banking,Footwear & Shoes,2,20805.44922,NULL,NULL
1000838,POWELL,P00363542,M,51-55,53,1,Midlands North,Western,Hospitality,Footwear & Shoes,4,20796,NULL,NULL
1000838,POWELL,P00363542,M,51-55,53,1,Mashonaland North,Northern,Hospitality,Footwear & Shoes,2,20796,NULL,NULL
1002060,PEREZ,P00351042,M,0-17,15,0,Mahusekwa,Eastern,Healthcare,Footwear & Shoes,4,20788,NULL,NULL
1000850,LEITSCH,P00324342,M,36-45,40,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,3,20783,NULL,NULL
1005522,CRISWELL,P00179742,F,26-35,35,1,Vungu,Central,Automobile,Footwear & Shoes,1,20770,NULL,NULL
1005153,WILSON,P00190242,F,26-35,33,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,4,20767,NULL,NULL
1002122,FRAZIER,P00161442,F,36-45,40,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,1,20767,NULL,NULL
1000984,RENN,P00248142,F,51-55,52,0,MatebeleLand South,Central,IT Sector,Tupperware,2,20757,NULL,NULL
1005220,BEGLEY,P00209842,F,26-35,27,1,Vungu,Central,Aviation,Footwear & Shoes,2,20752,NULL,NULL
1001202,RUDD,P00205442,F,36-45,45,0,Vungu,Central,IT Sector,Footwear & Shoes,2,20752,NULL,NULL
1006014,JONES,P00183142,F,46-50,48,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,4,20751,NULL,NULL
1005111,DAVIDSON,P00177842,F,36-45,38,0,MatebeleLand North,Central,Media,Footwear & Shoes,4,20751,NULL,NULL
1004227,NELSON,P00059242,F,26-35,33,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,3,20745,NULL,NULL
1001331,HOFFMAN,P00248942,F,46-50,47,1,MatebeleLand North,Central,Banking,Footwear & Shoes,4,20745,NULL,NULL
1004937,KAMEL,P00112842,F,36-45,40,1,MatebeleLand North,Central,Media,Footwear & Shoes,2,20744,NULL,NULL
1005600,SHANKSTER,P00085242,M,46-50,47,0,Midlands Central,Northern,Automobile,Tupperware,1,20739,NULL,NULL
1000791,KAVANAGH,P00127842,M,36-45,44,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,2,20739,NULL,NULL
1003888,DILLARD,P00242742,F,46-50,46,0,MatebeleLand South,Central,Aviation,Footwear & Shoes,2,20729,NULL,NULL
1006016,NAUERT,P00183742,F,46-50,50,0,Vungu,Central,Aviation,Footwear & Shoes,4,20714,NULL,NULL
1000604,LASTER,P00304642,F,46-50,49,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,4,20712,NULL,NULL
1000173,AMMERMAN,P00057642,F,26-35,29,1,MatebeleLand North,Central,Banking,Tupperware,1,20707,NULL,NULL
1004284,LACKEY,P00032042,F,51-55,53,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,1,20705,NULL,NULL
1002994,JOHNSON,P00000142,F,36-45,42,0,MatebeleLand South,Central,IT Sector,Footwear & Shoes,2,20691,NULL,NULL
1004016,WEBB,P00123842,M,51-55,51,1,MatebeleLand North,Central,Aviation,Furniture,3,20689,NULL,NULL
1005788,JUMP,P00130642,F,26-35,26,1,MatebeleLand East,Southern,Banking,Footwear & Shoes,2,20688,NULL,NULL
1001184,DOWDELL,P00146342,M,26-35,30,0,Mashonaland,Western,Media,Footwear & Shoes,4,20678,NULL,NULL
1000053,RAMON-MOLINA,P00120442,F,26-35,33,1,MatebeleLand East,Southern,Aviation,Footwear & Shoes,4,20677,NULL,NULL
1002511,SMALL,P00148642,M,26-35,34,0,Mashonaland West,Southern,Chemical,Furniture,1,20677,NULL,NULL
1004377,DOMINICK,P00298942,M,26-35,26,0,MatebeleLand East,Southern,Retail,Footwear & Shoes,3,20676,NULL,NULL
1005481,WHITED,P00277642,F,46-50,46,0,Mashonaland,Western,Govt,Furniture,1,20673,NULL,NULL
1003940,WESTER,P00159442,F,36-45,36,1,MatebeleLand East,Southern,Automobile,Footwear & Shoes,1,20669,NULL,NULL
1000687,J.E.T. PRODUCTIONS,P00344542,M,26-35,26,0,Vungu,Central,Chemical,Tupperware,4,20668,NULL,NULL
1000889,BURNES,P00021842,F,46-50,50,1,Vungu,Central,Lawyer,Footwear & Shoes,1,20668,NULL,NULL
1000167,THOMPSON,P00322142,M,26-35,32,0,Mashonaland,Western,Food Processing,Furniture,2,20666,NULL,NULL
1004972,WARD,P00249542,F,36-45,38,0,MatebeleLand East,Southern,Banking,Footwear & Shoes,3,20665,NULL,NULL
1003094,PAHR,P00223642,F,36-45,41,1,MatebeleLand East,Southern,Retail,Footwear & Shoes,1,20664,NULL,NULL
1000157,FORTNER,P00117842,F,36-45,43,0,MatebeleLand East,Southern,Automobile,Footwear & Shoes,3,20661,NULL,NULL
1001015,DISMANG,P00109842,M,36-45,40,0,Vungu,Central,Food Processing,Footwear & Shoes,3,20660,NULL,NULL
1003468,MILLER,P00059442,F,26-35,26,1,Vungu,Central,IT Sector,Footwear & Shoes,2,20659,NULL,NULL
1002251,CROCHET,P00337442,F,36-45,36,1,Vungu,Central,Media,Footwear & Shoes,1,20659,NULL,NULL
1005014,ELKINS,P00122442,F,46-50,50,0,MatebeleLand East,Southern,IT Sector,Tupperware,1,20659,NULL,NULL
1003085,NICHOLSON,P00267542,F,26-35,32,0,Vungu,Central,IT Sector,Footwear & Shoes,4,20657,NULL,NULL
1004112,RIDLEY,P00190242,F,46-50,47,1,Vungu,Central,Hospitality,Footwear & Shoes,3,20654,NULL,NULL
1002592,HITE,P00356842,F,51-55,51,0,Mashonaland,Western,Media,Tupperware,2,20644,NULL,NULL
1001298,BAKAER,P00349142,F,36-45,36,0,MatebeleLand North,Central,Construction,Footwear & Shoes,1,20642,NULL,NULL
1002537,PHILLIPS,P00359242,M,36-45,42,1,MatebeleLand North,Central,IT Sector,Footwear & Shoes,4,20641,NULL,NULL
1005538,BROWN,P00269542,F,46-50,49,1,MatebeleLand East,Southern,Banking,Footwear & Shoes,1,NULL,NULL,NULL
1000971,HENDERSON,P00016542,F,26-35,32,1,MatebeleLand North,Central,Retail,Footwear & Shoes,1,20628,NULL,NULL
1001103,DURAND,P00334242,M,46-50,48,0,Vungu,Central,IT Sector,Tupperware,1,20627,NULL,NULL
1003081,TREST,P00218642,F,26-35,32,0,Mashonaland South,Central,Food Processing,Furniture,1,20623,NULL,NULL
1002164,GUMMERMAN,P00110942,M,36-45,41,0,Harare,Northern,Banking,Furniture,4,20622,NULL,NULL
1003635,BONER,P00273042,F,51-55,54,0,Vungu,Central,Retail,Footwear & Shoes,4,20620,NULL,NULL
1001030,HIGGINSON-ROLLINS,P00162442,F,26-35,33,0,MatebeleLand East,Southern,Chemical,Footwear & Shoes,4,20619,NULL,NULL
1001029,BURCH,P00317842,F,26-35,30,0,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,3,20615,NULL,NULL
1003311,J.E.T. PRODUCTIONS,P00180442,F,26-35,29,0,Vungu,Central,IT Sector,Footwear & Shoes,3,20608,NULL,NULL
1003416,LOPEZ,P00100642,F,26-35,27,1,Mashonaland South,Central,Media,Furniture,4,20608,NULL,NULL
1004573,JACK STRAW PROPERTIES,P00071442,M,51-55,51,1,Midlands Central,Northern,Aviation,Furniture,4,20607,NULL,NULL
1004179,HATAWAY,P00100842,M,36-45,43,1,MatebeleLand East,Southern,Textile,Furniture,1,20607,NULL,NULL
1005661,THOMPSON,P00148042,M,26-35,31,0,Mashonaland,Western,Healthcare,Tupperware,1,20606,NULL,NULL
1001736,REECE,P00227942,M,55+,72,1,MatebeleLand North,Central,Textile,Footwear & Shoes,2,20603,NULL,NULL
1003401,ALVARADO,P00120342,F,36-45,39,0,Mashonaland,Western,IT Sector,Footwear & Shoes,2,20602,NULL,NULL
1001835,FLETCHER,P00180642,F,26-35,31,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,4,20600,NULL,NULL
1002899,DE DIMAS,P00193642,M,36-45,42,1,MatebeleLand East,Southern,Automobile,Footwear & Shoes,1,20600,NULL,NULL
1002860,DENTON,P00033942,F,36-45,40,0,Vungu,Central,IT Sector,Footwear & Shoes,1,20598,NULL,NULL
1004362,PALMORE,P00015742,F,26-35,26,1,MatebeleLand East,Southern,Chemical,Footwear & Shoes,3,20598,NULL,NULL
1001147,CARLSON,P00296642,F,26-35,27,0,Mashonaland West,Southern,IT Sector,Tupperware,3,20598,NULL,NULL
1004953,BRAMMER,P00015542,F,36-45,39,0,Mashonaland West,Southern,Healthcare,Furniture,3,20595.99023,NULL,NULL
1005884,KING,P00112542,F,18-25,25,1,Mashonaland West,Southern,Banking,Furniture,2,20594,NULL,NULL
1002765,WILSON,P00127942,F,51-55,55,0,MatebeleLand South,Central,Aviation,Footwear & Shoes,2,20589,NULL,NULL
1005140,CALCOTTE,P00157642,F,26-35,29,0,Vungu,Central,Healthcare,Footwear & Shoes,1,20588,NULL,NULL
1004161,SMITH,P00265242,F,46-50,50,1,MatebeleLand North,Central,Banking,Furniture,1,20588,NULL,NULL
1003697,PAGE,P00250342,F,26-35,30,0,Vungu,Central,Banking,Footwear & Shoes,4,20586,NULL,NULL
1002041,MACLEAN,P00115142,M,26-35,31,1,MatebeleLand South,Central,Banking,Furniture,3,20586,NULL,NULL
1003726,HICKS,P00274042,F,26-35,34,1,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,2,20581,NULL,NULL
1001803,HAMPTON,P00249642,F,26-35,33,1,Mashonaland,Western,Chemical,Footwear & Shoes,2,20579,NULL,NULL
1005814,RAMIREZ,P00113442,M,26-35,30,1,MatebeleLand East,Southern,IT Sector,Furniture,4,20573,NULL,NULL
1004901,LIGGETT,P00120242,F,26-35,29,0,Vungu,Central,Banking,Footwear & Shoes,4,20572,NULL,NULL
1003958,PATTON,P0096942,F,46-50,49,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,3,20570,NULL,NULL
1003563,DAVIS,P00249842,F,26-35,34,0,Mashonaland West,Southern,Healthcare,Furniture,4,20570,NULL,NULL
1002793,CLOUSE,P00207742,F,36-45,42,1,Mashonaland,Western,Govt,Tupperware,3,20569,NULL,NULL
1003283,BAKAER,P00233542,M,36-45,38,1,Vungu,Central,Textile,Footwear & Shoes,3,20566,NULL,NULL
1001941,BEATY,P00184942,M,36-45,26,1,Vungu,Central,Chemical,Footwear & Shoes,4,20559,NULL,NULL
1004279,HITE,P00032142,F,26-35,28,1,MatebeleLand North,Central,Banking,Furniture,1,20558,NULL,NULL
1001181,PEGRAM,P00278642,F,36-45,40,1,Vungu,Central,Media,Footwear & Shoes,1,20553,NULL,NULL
1003211,CAUDELL,P00211242,M,51-55,54,0,Midlands North,Western,Construction,Furniture,4,20550,NULL,NULL
1000216,CARNEY,P00323042,F,46-50,47,1,Vungu,Central,Aviation,Footwear & Shoes,2,20549,NULL,NULL
1003618,GAINS,P00233442,M,18-25,19,0,Mahusekwa,Eastern,Aviation,Footwear & Shoes,2,20548,NULL,NULL
